thickness,Umach,AOA,RE,Cl,Cdt,Cdp,Cdf,Cm
09,0.10,7.5,0.1E+06,0.748954562718878,2.306288146500822E-002,1.535296402084088E-002,7.709917444167335E-003,-9.344684942817318E-003
09,0.10,8.5,0.1E+06,0.810376390372439,2.978679836566975E-002,2.377514280936818E-002,6.011655556301561E-003,-1.258898413970999E-002
09,0.10,9.0,0.1E+06,0.653047249690319,9.809828134723984E-002,9.505950340187715E-002,3.038777945362696E-003,4.236635181566827E-002
09,0.10,9.5,0.1E+06,0.569282671305226,8.822284312583978E-002,8.419424875764496E-002,4.028594368194822E-003,2.588765786418696E-002
09,0.10,10.0,0.1E+06,0.886247117424166,7.610339174582899E-002,7.118646547356441E-002,4.916926272264562E-003,-5.981883651304240E-003
09,0.15,0.0,0.1E+06,1.026193846695098E-009,1.438603760626836E-002,2.781969479018126E-003,1.160406812725023E-002,-4.119345784620032E-010
09,0.15,1.0,0.1E+06,0.106057670629410,1.447732258309149E-002,2.937381121901014E-003,1.153994146119047E-002,-8.448859336060589E-004
09,0.15,2.0,0.1E+06,0.211751740927224,1.477074006070449E-002,3.420472278099275E-003,1.135026778260521E-002,-1.713355400827004E-003
09,0.15,3.0,0.1E+06,0.316651972800914,1.528765646097965E-002,4.254706390857326E-003,1.103295007012233E-002,-2.659093763071181E-003
09,0.15,4.0,0.1E+06,0.420200249772248,1.607386600948912E-002,5.492138874001930E-003,1.058172713548719E-002,-3.727346283198364E-003
09,0.15,5.0,0.1E+06,0.521574682396618,1.721677634031630E-002,7.231749564464721E-003,9.985026775851572E-003,-4.980221667222472E-003
09,0.60,8.0,0.9E+06,0.623874648431287,6.503412864865259E-002,6.188687951689451E-002,3.147249131758087E-003,7.150463185827835E-003
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.15,5.5,0.1E+06,0.571044355254230,1.796892880374826E-002,8.344887349514551E-003,9.624041454233701E-003,-5.703746082052699E-003
09,0.15,6.0,0.1E+06,0.619352861286373,1.888566701838940E-002,9.670435216617382E-003,9.215231801772019E-003,-6.514347964044581E-003
09,0.15,6.5,0.1E+06,0.666068775745275,2.002362739418961E-002,1.127403424425151E-002,8.749593149938083E-003,-7.436552853923153E-003
09,0.15,7.0,0.1E+06,0.710470186993335,2.148163981295712E-002,1.326777922867121E-002,8.213860584285899E-003,-8.504647868423643E-003
09,0.15,7.5,0.1E+06,0.751372994061976,2.342557906037326E-002,1.584332037846746E-002,7.582258681905793E-003,-9.772923059538877E-003
09,0.15,8.5,0.1E+06,0.805204271150354,3.137668396474773E-002,2.567384042135924E-002,5.702843543388475E-003,-1.336111187855130E-002
09,0.15,9.0,0.1E+06,0.705928525934020,4.223297574205778E-002,3.763643422957705E-002,4.596541512480718E-003,-1.280193912738834E-002
09,0.15,9.5,0.1E+06,0.571102580268593,9.120433775278265E-002,8.707978230711803E-002,4.124555445664627E-003,3.052048062991034E-002
09,0.15,10.0,0.1E+06,0.894819827453287,7.231515672362387E-002,6.791201995617487E-002,4.403136767449019E-003,-2.848241306820300E-002
09,0.20,0.0,0.1E+06,1.077300457717235E-009,1.440122675175171E-002,2.818366127421813E-003,1.158286062432990E-002,3.135829807626722E-010
09,0.20,1.0,0.1E+06,0.106959290686160,1.449439014325488E-002,2.976688853874672E-003,1.151770128938020E-002,-8.676752155147129E-004
09,0.20,2.0,0.1E+06,0.213555617271780,1.479301308089646E-002,3.468310272340079E-003,1.132470280855638E-002,-1.765852029089730E-003
09,0.20,3.0,0.1E+06,0.319333112368346,1.531995205950169E-002,4.318791558604214E-003,1.100116050089748E-002,-2.749875176793514E-003
09,0.20,4.0,0.1E+06,0.423711081600217,1.612411379669633E-002,5.584423022138966E-003,1.053969077455736E-002,-3.870740777654140E-003
09,0.20,5.0,0.1E+06,0.525808524701957,1.729972301974191E-002,7.373633340384510E-003,9.926089679357399E-003,-5.198693752807915E-003
09,0.20,5.5,0.1E+06,0.575556468461448,1.807983440424876E-002,8.526890451919976E-003,9.552943952328780E-003,-5.971834179012362E-003
09,0.20,6.0,0.1E+06,0.624032933129013,1.903948708573926E-002,9.911989771358237E-003,9.127497314381020E-003,-6.844185124683632E-003
09,0.20,6.5,0.1E+06,0.670720027859267,2.024775387750204E-002,1.160840305989216E-002,8.639350817609871E-003,-7.844820858044882E-003
09,0.20,7.0,0.1E+06,0.714697863369369,2.183036863986706E-002,1.375929703171166E-002,8.071071608155398E-003,-9.017852558198657E-003
09,0.20,7.5,0.1E+06,0.754360456366622,2.401530799156218E-002,1.662736877682978E-002,7.387939214732379E-003,-1.043246900416449E-002
09,0.20,8.5,0.1E+06,0.793188097400923,3.439018221028652E-002,2.918412774424302E-002,5.206054466043486E-003,-1.445378256710405E-002
09,0.20,9.0,0.1E+06,0.793175074410505,4.444399425987096E-002,4.014282970197901E-002,4.301164557891946E-003,-1.567141800228055E-002
09,0.20,9.5,0.1E+06,0.550166518365210,9.098816794081599E-002,8.679014435665845E-002,4.198023584157534E-003,2.866639734165941E-002
09,0.20,10.0,0.1E+06,0.865362948925210,7.993555049572926E-002,7.613611783951661E-002,3.799432656212632E-003,-5.516943123025003E-003
09,0.25,0.0,0.1E+06,-1.546337464542261E-009,1.442213665343547E-002,2.866736377548858E-003,1.155540027588661E-002,1.199168941229400E-010
09,0.25,1.0,0.1E+06,0.108165137875672,1.451778430242132E-002,3.028927606552325E-003,1.148885669586900E-002,-8.986042999827712E-004
09,0.25,2.0,0.1E+06,0.215956720196870,1.482350859732571E-002,3.532077989138859E-003,1.129143060818685E-002,-1.837414978402695E-003
09,0.25,3.0,0.1E+06,0.322900276542097,1.536425053778185E-002,4.404662554358629E-003,1.095958798342322E-002,-2.874382739468565E-003
09,0.25,4.0,0.1E+06,0.428379325499415,1.619305830306183E-002,5.708835871150737E-003,1.048422243191109E-002,-4.069523454646011E-003
09,0.25,5.0,0.1E+06,0.531427282570864,1.741496153250795E-002,7.567516503714247E-003,9.847445028793709E-003,-5.504078292426384E-003
09,0.25,5.5,0.1E+06,0.581524977503076,1.823542014734268E-002,8.778471194786856E-003,9.456948952555822E-003,-6.349090086926820E-003
09,0.25,6.0,0.1E+06,0.630177152072882,1.925935222930648E-002,1.025134772884614E-002,9.008004500460321E-003,-7.311523402226270E-003
09,0.25,6.5,0.1E+06,0.676712001033886,2.057667206576096E-002,1.208998680219779E-002,8.486685263563172E-003,-8.429069700138845E-003
09,0.25,7.0,0.1E+06,0.719872522727189,2.236015702925043E-002,1.449097010235910E-002,7.869186926891312E-003,-9.760479627049316E-003
09,0.25,7.5,0.1E+06,0.757238185109677,2.495442159080623E-002,1.784815986997462E-002,7.106261720831601E-003,-1.139762970329077E-002
09,0.25,8.5,0.1E+06,0.771729354891420,3.946140150340821E-002,3.488554641269719E-002,4.575855090711024E-003,-1.529823036937033E-002
09,0.25,9.0,0.1E+06,0.786501797940446,9.663234311080415E-002,9.371666948711616E-002,2.915673623688020E-003,2.892693647239650E-002
09,0.25,9.5,0.1E+06,0.545160282899680,9.238277053652608E-002,8.809608187233764E-002,4.286688664188427E-003,2.916361977137457E-002
09,0.25,10.0,0.1E+06,0.901351537306134,8.515144160639118E-002,8.040965710799183E-002,4.741784498399342E-003,5.084681411314085E-003
09,0.30,0.0,0.1E+06,-1.414715051378281E-009,1.444994744023478E-002,2.928405271791079E-003,1.152154216844370E-002,-2.040915908496643E-010
09,0.30,1.0,0.1E+06,0.109707677876257,1.454876350979613E-002,3.095551272791890E-003,1.145321223700424E-002,-9.396116309578120E-004
09,0.30,2.0,0.1E+06,0.219025551756623,1.486394310749732E-002,3.613791533331967E-003,1.125015157416535E-002,-1.931621952495552E-003
09,0.30,3.0,0.1E+06,0.327457868585386,1.542301360861162E-002,4.515405727184096E-003,1.090760788142753E-002,-3.039896672680804E-003
09,0.30,4.0,0.1E+06,0.434340927578546,1.628491688751755E-002,5.870924925180088E-003,1.041399196233746E-002,-4.336930172228866E-003
09,0.30,5.0,0.1E+06,0.538578287239404,1.757081774807946E-002,7.824636581912209E-003,9.746181166167253E-003,-5.920941796736500E-003
09,0.30,5.5,0.1E+06,0.589079592491254,1.844956851620787E-002,9.117762304586351E-003,9.331806211621512E-003,-6.868045403515834E-003
09,0.30,6.0,0.1E+06,0.637852391031356,1.956971180001806E-002,1.072035540056360E-002,8.849356399454476E-003,-7.961347942448843E-003
09,0.30,6.5,0.1E+06,0.683960691739011,2.105899253131927E-002,1.277891763653986E-002,8.280074894779403E-003,-9.250891553340718E-003
09,0.30,7.0,0.1E+06,0.725538264727685,2.317103335680686E-002,1.558146131913649E-002,7.589572037670363E-003,-1.081776073129014E-002
09,0.30,7.5,0.1E+06,0.758702996345017,2.645778001366302E-002,1.974834024820171E-002,6.709439765461281E-003,-1.276731650805131E-002
09,0.30,8.5,0.1E+06,0.748074733284982,4.744270266563765E-002,4.350694544673661E-002,3.935757218901036E-003,-1.397044871642023E-002
09,0.30,9.0,0.1E+06,0.647373147418229,6.177992674943680E-002,5.789061437681225E-002,3.889312372624533E-003,-6.089133682206441E-004
09,0.30,9.5,0.1E+06,0.540459104621650,9.419700296104615E-002,8.978715578452361E-002,4.409847176522552E-003,3.072339598252410E-002
09,0.30,10.0,0.1E+06,0.883012757488295,8.661708550964223E-002,8.401811359655924E-002,2.598971913082971E-003,3.112396169598388E-003
09,0.35,0.0,0.1E+06,4.612730182627228E-010,1.448631558895282E-002,3.005278541128992E-003,1.148103704782383E-002,-1.919327231869605E-010
09,0.35,1.0,0.1E+06,0.111636806103501,1.458911313636356E-002,3.178607520632025E-003,1.141050561573153E-002,-9.931463145381389E-004
09,0.35,2.0,0.1E+06,0.222859446190642,1.491668878737976E-002,3.716268807606620E-003,1.120041997977314E-002,-2.053906613426983E-003
09,0.35,3.0,0.1E+06,0.333153171343660,1.549983886908244E-002,4.655434502598350E-003,1.084440436648409E-002,-3.257213980403141E-003
09,0.35,4.0,0.1E+06,0.441782463243051,1.640595186057976E-002,6.078673832559178E-003,1.032727802802058E-002,-4.694079294610792E-003
09,0.35,5.0,0.1E+06,0.547455381649730,1.778118455421378E-002,8.163140346267576E-003,9.618044207946203E-003,-6.488144466676838E-003
09,0.35,5.5,0.1E+06,0.598375944935918,1.874529705632077E-002,9.575005384476698E-003,9.170291671844064E-003,-7.582155332295793E-003
09,0.35,6.0,0.1E+06,0.647092136520161,2.001518372012755E-002,1.137523583909118E-002,8.639947881036376E-003,-8.866884011606613E-003
09,0.35,6.5,0.1E+06,0.692147283494937,2.178663716555489E-002,1.378648133683082E-002,8.000155828724072E-003,-1.041415969221030E-002
09,0.35,7.0,0.1E+06,0.730638895373365,2.445195315995280E-002,1.724847959403236E-002,7.203473565920437E-003,-1.231886605183267E-002
09,0.35,7.5,0.1E+06,0.756540116144165,2.887252850463297E-002,2.270142853375297E-002,6.171099970880003E-003,-1.460709856555391E-002
09,0.35,8.5,0.1E+06,0.637244461939298,6.419944206772585E-002,6.076065083218476E-002,3.438791235541070E-003,3.816671264931987E-003
09,0.35,9.0,0.1E+06,0.588484203405823,7.905941706821798E-002,7.511036896559314E-002,3.949048102624831E-003,1.696847393382959E-002
09,0.35,9.5,0.1E+06,0.539929794132468,9.640936221786700E-002,9.186772451731220E-002,4.541637700554784E-003,3.223617993374377E-002
09,0.35,10.0,0.1E+06,0.927355961525441,9.318547611758489E-002,8.976600511642728E-002,3.419471001157613E-003,-6.554525289726160E-002
09,0.40,0.0,0.1E+06,9.726965196840687E-011,1.453359306499448E-002,3.100006774973011E-003,1.143358629002147E-002,-2.827921230519337E-011
09,0.40,1.0,0.1E+06,0.114018340905745,1.464133349793340E-002,3.281053637355669E-003,1.136027986057773E-002,-1.062296547319005E-003
09,0.40,2.0,0.1E+06,0.227594303014034,1.498510003382556E-002,3.843561571949306E-003,1.114153846187625E-002,-2.212159367119516E-003
09,0.40,3.0,0.1E+06,0.340187950539915,1.559994705145862E-002,4.831187059788926E-003,1.076875999166969E-002,-3.543741854821155E-003
09,0.40,4.0,0.1E+06,0.450963188256791,1.656546114761188E-002,6.344056869041898E-003,1.022140427856999E-002,-5.174490445255456E-003
09,0.40,5.0,0.1E+06,0.558312302201562,1.806908547774457E-002,8.612791611530557E-003,9.456293866214022E-003,-7.269566672547243E-003
09,0.40,5.5,0.1E+06,0.609557659916101,1.916605394964507E-002,1.020504138885769E-002,8.961012560787377E-003,-8.581441500594353E-003
09,0.40,6.0,0.1E+06,0.657732912568672,2.068342137643343E-002,1.232251872376688E-002,8.360902652666542E-003,-1.015499739813995E-002
09,0.40,6.5,0.1E+06,0.700438670158601,2.293513242146875E-002,1.531786480572053E-002,7.617267615748221E-003,-1.208352090863997E-002
09,0.40,7.0,0.1E+06,0.733263139401118,2.651316130239613E-002,1.983332160681445E-002,6.679839695581693E-003,-1.439995418342582E-002
09,0.40,7.5,0.1E+06,0.748455975334738,3.255535230386564E-002,2.704123099028567E-002,5.514121313579955E-003,-1.669209460491426E-002
09,0.40,8.5,0.1E+06,0.707414207516171,5.647257067108186E-002,5.267462034327191E-002,3.797950327809971E-003,-9.497332015014678E-003
09,0.40,9.0,0.1E+06,0.571953848639764,8.424455764566671E-002,8.011759433599382E-002,4.126963309672897E-003,2.170226396508253E-002
09,0.40,9.5,0.1E+06,0.534423063803949,9.820466741960152E-002,9.354383405707391E-002,4.660833362527596E-003,3.265298886763249E-002
09,0.40,10.0,0.1E+06,0.511197980330295,0.107569100883008,0.102590073382428,4.979027500579525E-003,3.681462312266533E-002
09,0.45,0.0,0.1E+06,2.630098894750021E-011,1.459488837716496E-002,3.216221991330007E-003,1.137866638583496E-002,-3.322471638089741E-011
09,0.45,1.0,0.1E+06,0.116946321549672,1.470918928618913E-002,3.407106097580851E-003,1.130208318860828E-002,-1.151463691950646E-003
09,0.45,2.0,0.1E+06,0.233423871209161,1.507418367082494E-002,4.001622086778278E-003,1.107256158404666E-002,-2.418459302305992E-003
09,0.45,3.0,0.1E+06,0.348850881525840,1.573111019781943E-002,5.052352945506714E-003,1.067875725231272E-002,-3.926582727774076E-003
09,0.45,4.0,0.1E+06,0.462250006263232,1.677872755464936E-002,6.686470719311444E-003,1.009225683533792E-002,-5.833862206602150E-003
09,0.45,5.0,0.1E+06,0.571435524327477,1.847787959377661E-002,9.229318551233781E-003,9.248561042542841E-003,-8.379467231950077E-003
09,0.45,5.5,0.1E+06,0.622636493423054,1.980045406889604E-002,1.111729185956131E-002,8.683162209334733E-003,-1.002831067245372E-002
09,0.45,6.0,0.1E+06,0.669063375699004,2.175760420601013E-002,1.377886579114013E-002,7.978738414870000E-003,-1.204801162744288E-002
09,0.45,6.5,0.1E+06,0.706915907420300,2.483373847829200E-002,1.774090471746199E-002,7.092833760830019E-003,-1.448125693793451E-002
09,0.45,7.0,0.1E+06,0.730732124805600,2.976555052617643E-002,2.374989177891761E-002,6.015658747258825E-003,-1.700623300128769E-002
09,0.45,7.5,0.1E+06,0.732845380526829,3.775046368248373E-002,3.290284268890964E-002,4.847620993574091E-003,-1.806810395043960E-002
09,0.45,8.5,0.1E+06,0.621402164763824,7.003295847316840E-002,6.619350586628100E-002,3.839452606887396E-003,7.237718006025726E-003
09,0.45,9.0,0.1E+06,0.555769904389023,8.779248979620928E-002,8.344531521747395E-002,4.347174578735327E-003,2.415535161338604E-002
09,0.45,9.5,0.1E+06,0.528110207450655,0.100063337561505,9.528687532287086E-002,4.776462238634629E-003,3.265099214429367E-002
09,0.45,10.0,0.1E+06,0.516229596325536,0.109837152685294,0.104759538504316,5.077614180978284E-003,3.785675011007378E-002
09,0.50,0.0,0.1E+06,5.284390123833776E-011,1.467495311371109E-002,3.359210151634171E-003,1.131574296207692E-002,-4.311325602079918E-013
09,0.50,1.0,0.1E+06,0.120559030579454,1.479785434682779E-002,3.562834020709859E-003,1.123502032611793E-002,-1.267457598589740E-003
09,0.50,2.0,0.1E+06,0.240627396508453,1.519132498955164E-002,4.199120173310676E-003,1.099220481624097E-002,-2.692769808969252E-003
09,0.50,3.0,0.1E+06,0.359563250723165,1.590592665639773E-002,5.334202998278628E-003,1.057172365811910E-002,-4.452044056081753E-003
09,0.50,4.0,0.1E+06,0.476160938304099,1.707299845717283E-002,7.140142179160806E-003,9.932856278012020E-003,-6.773327703801797E-003
09,0.50,5.0,0.1E+06,0.587037222299891,1.910423891416783E-002,1.013216389817612E-002,8.972075015991728E-003,-1.003809592860351E-002
09,0.50,5.5,0.1E+06,0.636979567235468,2.085881914907577E-002,1.256191830759310E-002,8.296900841482656E-003,-1.224055346904280E-002
09,0.50,6.0,0.1E+06,0.678944866646399,2.362843801930854E-002,1.618604377965478E-002,7.442394239653769E-003,-1.489800541827880E-002
09,0.50,6.5,0.1E+06,0.708371683411575,2.798470167900597E-002,2.157679059220483E-002,6.407911086801121E-003,-1.767810235361313E-002
09,0.50,7.0,0.1E+06,0.720093812873044,3.464887334349647E-002,2.936235904572789E-002,5.286514297768568E-003,-1.934392091052339E-002
09,0.50,7.5,0.1E+06,0.706721809007378,4.475612794784870E-002,4.043114983132876E-002,4.324978116519928E-003,-1.661292602364606E-002
09,0.50,8.5,0.1E+06,0.588548434218801,7.704922385980725E-002,7.294547924998530E-002,4.103744609821942E-003,1.415354832179946E-002
09,0.50,9.0,0.1E+06,0.543169543694301,9.111027708494347E-002,8.655446087510148E-002,4.555816209842006E-003,2.595775223819447E-002
09,0.50,9.5,0.1E+06,0.522232635819158,0.102001334708785,9.710062328155640E-002,4.900711427228943E-003,3.275298557084198E-002
09,0.50,10.0,0.1E+06,0.513245725741936,0.111374094917838,0.106215338169464,5.158756748373862E-003,3.728397866108164E-002
09,0.55,0.0,0.1E+06,-1.073583459436887E-009,1.478049189613983E-002,3.536748787020932E-003,1.124374310911889E-002,-3.594626714342741E-010
09,0.55,1.0,0.1E+06,0.125066088558442,1.491522043588614E-002,3.757357089493807E-003,1.115786334639234E-002,-1.422027032384771E-003
09,0.55,2.0,0.1E+06,0.249625917972497,1.534823753595762E-002,4.449736025347856E-003,1.089850151060976E-002,-3.070512872154701E-003
09,0.55,3.0,0.1E+06,0.372963520975209,1.614643894896100E-002,5.703058079657569E-003,1.044338086930343E-002,-5.206819820957456E-003
09,0.55,4.0,0.1E+06,0.493416848260244,1.750540233861982E-002,7.775067835307691E-003,9.730334503312127E-003,-8.199145043640603E-003
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.60,8.0,0.9E+06,0.623874648431287,6.503412864865259E-002,6.188687951689451E-002,3.147249131758087E-003,7.150463185827835E-003
09,0.60,8.0,0.9E+06,0.623874648431287,6.503412864865259E-002,6.188687951689451E-002,3.147249131758087E-003,7.150463185827835E-003
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.05,8.0,0.1E+06,0.784663494293505,2.524654730280854E-002,1.816074311020985E-002,7.085804192598677E-003,-1.045154663269527E-002
09,0.55,5.0,0.1E+06,0.604429391338156,2.022678170611217E-002,1.164850451943963E-002,8.578277186672544E-003,-1.273708456635692E-002
09,0.55,5.5,0.1E+06,0.649544523589392,2.290311582153096E-002,1.516220739047476E-002,7.740908431056195E-003,-1.580355269843001E-002
09,0.55,6.0,0.1E+06,0.682638713729223,2.704536777719915E-002,2.031478879282366E-002,6.730578984375484E-003,-1.889815189826055E-002
09,0.55,6.5,0.1E+06,0.699830903402632,3.311914154524016E-002,2.748148864981682E-002,5.637652895423345E-003,-2.075481298948861E-002
09,0.55,7.0,0.1E+06,0.695462116309431,4.181403681450789E-002,3.712760748987287E-002,4.686429324635006E-003,-1.886403408162246E-002
09,0.55,7.5,0.1E+06,0.663843587125258,5.391157849743315E-002,4.978896453973495E-002,4.122613957698208E-003,-9.538410261294383E-003
09,0.55,8.5,0.1E+06,0.562555098718241,8.246155751629677E-002,7.805465226867925E-002,4.406905247617533E-003,1.838234432300728E-002
09,0.55,9.0,0.1E+06,0.534670659033375,9.442259102908560E-002,8.966694150098185E-002,4.755649528103731E-003,2.727829493813348E-002
09,0.55,9.5,0.1E+06,0.520089884719101,0.104493739409508,9.946002304826748E-002,5.033716361240577E-003,3.305869780527213E-002
09,0.55,10.0,0.1E+06,0.515719390683370,0.113793177522789,0.108533597853762,5.259579669026852E-003,3.756366976478319E-002
09,0.60,0.0,0.1E+06,4.238772993627599E-011,1.492181109834913E-002,3.760678078259375E-003,1.116113302008976E-002,7.811876145957797E-012
09,0.60,1.0,0.1E+06,0.130794337054085,1.507393287084339E-002,4.005071447808086E-003,1.106886142303531E-002,-1.635896814769590E-003
09,0.60,2.0,0.1E+06,0.261095297846702,1.556513759646630E-002,4.776923076222986E-003,1.078821452024331E-002,-3.617874041943391E-003
09,0.60,3.0,0.1E+06,0.390069330772086,1.649528794393757E-002,6.208770326513006E-003,1.028651761742456E-002,-6.372544588093035E-003
09,0.60,4.0,0.1E+06,0.514785377848352,1.824255311309554E-002,8.786322160730286E-003,9.456230952365264E-003,-1.062026610925648E-002
09,0.60,5.0,0.1E+06,0.618789762583149,2.274363717089749E-002,1.472292750955650E-002,8.020709661340993E-003,-1.741375126414158E-002
09,0.60,5.5,0.1E+06,0.654380788895084,2.698330025767229E-002,1.994549928471984E-002,7.037800972952444E-003,-2.078601707385371E-002
09,0.60,6.0,0.1E+06,0.673969180930546,3.295568579245050E-002,2.697457074973662E-002,5.981115042713874E-003,-2.236971551592957E-002
09,0.60,6.5,0.1E+06,0.672738489027797,4.108330157556245E-002,3.602059535031156E-002,5.062706225250890E-003,-1.993025759105172E-002
09,0.60,7.0,0.1E+06,0.648521460445431,5.159906334253212E-002,4.711706208523295E-002,4.482001257299180E-003,-1.156247222966202E-002
09,0.60,7.5,0.1E+06,0.610781301551624,6.349240518460342E-002,5.918766770001396E-002,4.304737484589466E-003,3.360447472140413E-004
09,0.60,8.5,0.1E+06,0.544190739293589,8.722251549628901E-002,8.253052085539497E-002,4.691994640894033E-003,2.113473262164808E-002
09,0.60,9.0,0.1E+06,0.527063525238669,9.772074090995199E-002,9.277113594916651E-002,4.949604960785469E-003,2.804641441580377E-002
09,0.60,9.5,0.1E+06,0.519914851935090,0.107446384356459,0.102270756581302,5.175627775156538E-003,3.342435709217967E-002
09,0.60,10.0,0.1E+06,0.517958140161638,0.116495326638624,0.111130262759655,5.365063878969271E-003,3.757720050615804E-002
09,0.05,0.0,0.1E+07,5.666351022832854E-011,9.439831410191436E-003,1.303508928349721E-003,8.136322481841715E-003,1.371673608030477E-011
09,0.05,1.0,0.1E+07,0.108380283829249,9.494309177826723E-003,1.376465816150354E-003,8.117843361676371E-003,-4.724438928317438E-004
09,0.05,2.0,0.1E+07,0.216523158960915,9.668428800396232E-003,1.605665056060785E-003,8.062763744335448E-003,-9.678545648582051E-004
09,0.05,3.0,0.1E+07,0.324199427898597,9.965622331924801E-003,1.994841490936176E-003,7.970780840988623E-003,-1.508292854089799E-003
09,0.05,4.0,0.1E+07,0.431135411857855,1.040020602099303E-002,2.560502028546376E-003,7.839703992446653E-003,-2.118172715350869E-003
09,0.05,5.0,0.1E+07,0.537025081881069,1.099006064697843E-002,3.324189187343257E-003,7.665871459635166E-003,-2.823458604583299E-003
09,0.05,5.5,0.1E+07,0.589460598835535,1.135236357065859E-002,3.790850651096495E-003,7.561512919562098E-003,-3.220641397105763E-003
09,0.05,6.0,0.1E+07,0.641474538298254,1.176580885404249E-002,4.321542955577573E-003,7.444265898464919E-003,-3.654555386383751E-003
09,0.05,6.5,0.1E+07,0.692992226448244,1.223601311159271E-002,4.922490661877346E-003,7.313522449715385E-003,-4.130962947049646E-003
